"number","issue","created_by","created_at"
"172849021","25","AlexandreDecan","2016-01-19 13:16:03"
"172963982","25","AlexandreDecan","2016-01-19 19:43:45"
"172533171","24","AlexandreDecan","2016-01-18 13:58:46"
"172210480","22","AlexandreDecan","2016-01-16 14:15:32"
"172195847","21","AlexandreDecan","2016-01-16 11:54:55"
"182252188","21","AlexandreDecan","2016-02-10 08:34:15"
"182261910","21","tommens","2016-02-10 09:00:02"
"182265534","21","AlexandreDecan","2016-02-10 09:06:11"
"170876841","18","AlexandreDecan","2016-01-12 11:02:35"
"170884344","18","tommens","2016-01-12 11:38:07"
"170886011","18","AlexandreDecan","2016-01-12 11:46:06"
"170687061","15","AlexandreDecan","2016-01-11 20:55:31"
"170384695","14","AlexandreDecan","2016-01-10 19:45:55"
"170361721","13","tommens","2016-01-10 15:55:17"
"170384603","13","AlexandreDecan","2016-01-10 19:44:20"
"170251593","12","AlexandreDecan","2016-01-09 15:22:41"
"170677961","12","evdokim","2016-01-11 20:20:36"
"170683389","12","AlexandreDecan","2016-01-11 20:40:40"
"172314146","12","tommens","2016-01-17 11:02:52"
"172314347","12","evdokim","2016-01-17 11:08:02"
"172323061","12","AlexandreDecan","2016-01-17 13:06:12"
"253529014","12","AlexandreDecan","2016-10-13 14:26:36"
"170238523","11","tommens","2016-01-09 13:05:47"
"170241715","11","AlexandreDecan","2016-01-09 14:01:18"
"170244675","11","tommens","2016-01-09 14:50:43"
"170245052","11","AlexandreDecan","2016-01-09 14:53:48"
"170252817","11","AlexandreDecan","2016-01-09 15:44:43"
"170254412","11","AlexandreDecan","2016-01-09 15:54:59"
"170255836","11","tommens","2016-01-09 16:00:01"
"170328087","11","AlexandreDecan","2016-01-10 08:49:43"
"172625290","11","AlexandreDecan","2016-01-18 19:09:26"
"169422089","9","AlexandreDecan","2016-01-06 19:04:11"
"169440381","9","tommens","2016-01-06 19:55:04"
"169647601","9","tommens","2016-01-07 12:27:17"
"169647649","9","AlexandreDecan","2016-01-07 12:27:28"
"169648610","9","AlexandreDecan","2016-01-07 12:29:29"
"169649626","9","tommens","2016-01-07 12:31:47"
"169667284","9","AlexandreDecan","2016-01-07 13:43:18"
"169710058","9","AlexandreDecan","2016-01-07 16:11:24"
