"number","issue","created_by","created_at"
"278349594","2830","TRManderson","2017-02-08 14:52:30"
"278365936","2830","elazarg","2017-02-08 15:47:47"
"278419619","2830","elazarg","2017-02-08 18:33:29"
"278503279","2830","TRManderson","2017-02-09 00:01:24"
"278533254","2830","TRManderson","2017-02-09 03:00:08"
"278281186","2829","TRManderson","2017-02-08 09:50:20"
"278281323","2828","TRManderson","2017-02-08 09:50:56"
"278499563","2827","gvanrossum","2017-02-08 23:41:23"
"278501555","2827","elazarg","2017-02-08 23:52:07"
"278504338","2827","elazarg","2017-02-09 00:06:44"
"279083677","2827","gvanrossum","2017-02-10 22:26:51"
"279084098","2827","gvanrossum","2017-02-10 22:28:55"
"279158324","2827","elazarg","2017-02-11 16:42:22"
"279170229","2827","gvanrossum","2017-02-11 19:37:32"
"279172584","2827","elazarg","2017-02-11 20:14:48"
"279186757","2827","gvanrossum","2017-02-12 00:31:49"
"278191309","2826","TRManderson","2017-02-08 00:34:18"
"278267019","2826","elazarg","2017-02-08 08:47:32"
"278268229","2826","elazarg","2017-02-08 08:52:57"
"278270371","2826","TRManderson","2017-02-08 09:02:42"
"278273644","2826","elazarg","2017-02-08 09:18:18"
"278332008","2826","elazarg","2017-02-08 13:43:36"
"278200555","2825","ddfisher","2017-02-08 01:26:46"
"278268679","2825","elazarg","2017-02-08 08:55:05"
"278303617","2825","ilevkivskyi","2017-02-08 11:32:55"
"278439830","2825","ddfisher","2017-02-08 19:44:57"
"278442144","2825","elazarg","2017-02-08 19:53:07"
"278459186","2825","ilevkivskyi","2017-02-08 20:57:15"
"279865025","2825","ilevkivskyi","2017-02-14 23:03:46"
"278117876","2824","elazarg","2017-02-07 19:44:31"
"278119517","2824","elazarg","2017-02-07 19:50:30"
"278120422","2824","elazarg","2017-02-07 19:53:34"
"278125558","2824","elazarg","2017-02-07 20:12:13"
"278126839","2824","elazarg","2017-02-07 20:17:00"
"278502777","2824","gvanrossum","2017-02-08 23:58:44"
"278509479","2824","elazarg","2017-02-09 00:36:33"
"278537490","2824","gvanrossum","2017-02-09 03:31:38"
"278573062","2824","elazarg","2017-02-09 08:04:40"
"278573947","2824","elazarg","2017-02-09 08:09:36"
"278189678","2823","TRManderson","2017-02-08 00:25:22"
"278197940","2823","gvanrossum","2017-02-08 01:11:58"
"278198107","2823","TRManderson","2017-02-08 01:12:56"
"278242206","2823","TRManderson","2017-02-08 06:38:18"
"278046338","2822","JukkaL","2017-02-07 16:06:41"
"278049431","2822","elazarg","2017-02-07 16:16:05"
"278055155","2822","JukkaL","2017-02-07 16:33:02"
"277954158","2820","elazarg","2017-02-07 10:06:38"
"278007011","2820","JukkaL","2017-02-07 13:58:32"
"278009759","2820","elazarg","2017-02-07 14:08:34"
"278038683","2820","JukkaL","2017-02-07 15:42:48"
"278006038","2819","JukkaL","2017-02-07 13:54:57"
"277938817","2818","elazarg","2017-02-07 08:59:31"
"277941507","2818","ilevkivskyi","2017-02-07 09:12:11"
"277946677","2818","elazarg","2017-02-07 09:34:57"
"277848250","2816","gvanrossum","2017-02-06 23:27:38"
"277844347","2815","ethanhs","2017-02-06 23:08:33"
"277846511","2815","gvanrossum","2017-02-06 23:18:51"
"277792000","2814","gvanrossum","2017-02-06 19:48:42"
"277746319","2812","elazarg","2017-02-06 17:07:32"
"277751699","2812","gvanrossum","2017-02-06 17:25:58"
"277954209","2811","JukkaL","2017-02-07 10:06:49"
"277555273","2810","kirbyfan64","2017-02-05 22:29:24"
"277850818","2809","ilevkivskyi","2017-02-06 23:40:27"
"277852123","2809","gvanrossum","2017-02-06 23:47:25"
"277855106","2809","ilevkivskyi","2017-02-07 00:02:56"
"277863666","2809","gvanrossum","2017-02-07 00:49:35"
"277930065","2809","ilevkivskyi","2017-02-07 08:17:26"
"277985137","2809","JukkaL","2017-02-07 12:29:48"
"277985781","2809","ilevkivskyi","2017-02-07 12:33:07"
"278004349","2809","JukkaL","2017-02-07 13:48:35"
"278005164","2809","ilevkivskyi","2017-02-07 13:51:36"
"279160888","2809","ilevkivskyi","2017-02-11 17:17:49"
"279161901","2809","ilevkivskyi","2017-02-11 17:32:52"
"277806666","2808","ilevkivskyi","2017-02-06 20:41:29"
"277955168","2808","JukkaL","2017-02-07 10:11:17"
"277509815","2807","ilevkivskyi","2017-02-05 10:28:38"
"277633757","2807","JukkaL","2017-02-06 09:51:02"
"278061126","2806","JukkaL","2017-02-07 16:49:34"
"277764897","2805","gvanrossum","2017-02-06 18:11:34"
"277788744","2805","ilevkivskyi","2017-02-06 19:37:32"
"277548050","2804","ilevkivskyi","2017-02-05 20:49:06"
"277336735","2803","gvanrossum","2017-02-03 19:17:49"
"277314313","2802","gvanrossum","2017-02-03 17:48:12"
"277334064","2802","ambv","2017-02-03 19:07:19"
"277252125","2801","frankpf","2017-02-03 13:57:12"
"277261835","2801","gvanrossum","2017-02-03 14:37:10"
"277240898","2799","ilevkivskyi","2017-02-03 12:58:14"
"277636764","2799","tumb1er","2017-02-06 10:02:48"
"277125631","2798","ddfisher","2017-02-03 00:07:03"
"277686004","2798","JukkaL","2017-02-06 13:49:56"
"277870833","2798","ddfisher","2017-02-07 01:19:21"
"277873009","2798","gvanrossum","2017-02-07 01:31:57"
"277873745","2798","ddfisher","2017-02-07 01:36:21"
"277962415","2798","JukkaL","2017-02-07 10:43:10"
"277743598","2796","JukkaL","2017-02-06 16:58:24"
"278078072","2795","JukkaL","2017-02-07 17:38:42"
"278081678","2795","gvanrossum","2017-02-07 17:49:06"
"278081762","2795","Stiivi","2017-02-07 17:49:19"
"278085074","2795","JukkaL","2017-02-07 17:58:45"
"278078416","2794","JukkaL","2017-02-07 17:39:47"
"278400079","2794","IanChew","2017-02-08 17:30:07"
"278404729","2794","gvanrossum","2017-02-08 17:44:18"
"278417175","2794","elazarg","2017-02-08 18:24:44"
"278420593","2794","gvanrossum","2017-02-08 18:37:07"
"278421500","2794","gvanrossum","2017-02-08 18:40:17"
"276912777","2793","ruuda","2017-02-02 09:50:43"
"276989737","2792","gvanrossum","2017-02-02 15:31:57"
"276856629","2791","gvanrossum","2017-02-02 03:12:40"
"276758943","2790","gvanrossum","2017-02-01 19:39:12"
"278078941","2789","JukkaL","2017-02-07 17:41:20"
"278082293","2789","gvanrossum","2017-02-07 17:50:43"
"278082093","2788","JukkaL","2017-02-07 17:50:07"
"276707017","2786","gvanrossum","2017-02-01 16:34:28"
"276752390","2786","gvanrossum","2017-02-01 19:16:36"
"276690008","2785","gvanrossum","2017-02-01 15:37:39"
"276696712","2785","axch","2017-02-01 16:00:20"
"276688738","2784","gvanrossum","2017-02-01 15:33:21"
"276719398","2784","gvanrossum","2017-02-01 17:16:15"
"276724280","2784","gvanrossum","2017-02-01 17:33:08"
"276911531","2784","mr-c","2017-02-02 09:44:52"
"278083045","2784","JukkaL","2017-02-07 17:52:55"
"278103684","2784","gvanrossum","2017-02-07 18:54:47"
"278367157","2784","mr-c","2017-02-08 15:51:29"
"278397252","2784","gvanrossum","2017-02-08 17:22:01"
"278636727","2784","mr-c","2017-02-09 13:13:54"
"278697458","2784","gvanrossum","2017-02-09 16:39:11"
"276527401","2783","ilevkivskyi","2017-01-31 23:29:05"
"276528866","2783","zero323","2017-01-31 23:36:42"
"276596902","2783","ilevkivskyi","2017-02-01 08:11:04"
"276613246","2783","JukkaL","2017-02-01 09:39:19"
"276629661","2783","zero323","2017-02-01 11:00:13"
"276485347","2782","ddfisher","2017-01-31 20:40:57"
"276515108","2781","gvanrossum","2017-01-31 22:33:29"
"276537343","2781","gvanrossum","2017-02-01 00:24:42"
"276616767","2780","JukkaL","2017-02-01 09:57:03"
"276639157","2780","axch","2017-02-01 11:52:47"
"276344733","2779","JukkaL","2017-01-31 11:55:36"
"276398069","2779","gvanrossum","2017-01-31 15:38:41"
"276751774","2779","rknLA","2017-02-01 19:14:27"
"276752453","2779","gvanrossum","2017-02-01 19:16:48"
"276339306","2778","JukkaL","2017-01-31 11:25:50"
"276418612","2778","gvanrossum","2017-01-31 16:44:02"
"276428078","2778","gvanrossum","2017-01-31 17:14:35"
"276752284","2778","gvanrossum","2017-02-01 19:16:14"
"276305562","2777","sharmaeklavya2","2017-01-31 08:40:44"
"276341885","2777","JukkaL","2017-01-31 11:39:32"
"276337432","2776","JukkaL","2017-01-31 11:16:22"
"276348236","2776","axch","2017-01-31 12:14:23"
"276641079","2776","axch","2017-02-01 12:02:33"
"276651653","2776","JukkaL","2017-02-01 13:00:41"
"276667066","2776","axch","2017-02-01 14:14:09"
"276679821","2776","JukkaL","2017-02-01 15:02:33"
"276347036","2775","JukkaL","2017-01-31 12:08:06"
"276210214","2774","ddfisher","2017-01-30 22:19:25"
"276094584","2773","gvanrossum","2017-01-30 15:35:25"
"277795136","2772","gvanrossum","2017-02-06 19:59:22"
"278445220","2771","miedzinski","2017-02-08 20:03:59"
"278462090","2771","ilevkivskyi","2017-02-08 21:08:36"
"276718144","2770","JukkaL","2017-02-01 17:11:45"
"276346425","2769","JukkaL","2017-01-31 12:04:31"
"276396518","2769","gvanrossum","2017-01-31 15:33:34"
"276401524","2769","mr-c","2017-01-31 15:50:03"
"276409074","2769","gvanrossum","2017-01-31 16:14:11"
"276412534","2769","mr-c","2017-01-31 16:24:34"
"276414835","2769","gvanrossum","2017-01-31 16:32:01"
"276424718","2769","mr-c","2017-01-31 17:03:10"
"276428799","2769","gvanrossum","2017-01-31 17:17:02"
"276451990","2769","gvanrossum","2017-01-31 18:40:12"
"276570282","2769","ambv","2017-02-01 04:35:07"
"276605509","2769","mr-c","2017-02-01 09:00:48"
"276687652","2769","gvanrossum","2017-02-01 15:29:35"
"276710365","2769","dstufft","2017-02-01 16:45:33"
"276718784","2769","gvanrossum","2017-02-01 17:14:00"
"276209171","2768","ddfisher","2017-01-30 22:15:11"
"275796373","2766","gvanrossum","2017-01-27 22:50:00"
"275799346","2766","ambv","2017-01-27 23:08:11"
"275802948","2766","gvanrossum","2017-01-27 23:33:10"
"275796510","2765","vlasovskikh","2017-01-27 22:50:47"
"276345818","2765","JukkaL","2017-01-31 12:01:27"
"276385098","2765","vlasovskikh","2017-01-31 14:56:02"
"275857093","2764","elazarg","2017-01-28 16:14:04"
"275870395","2764","elazarg","2017-01-28 19:51:58"
"276759054","2764","gvanrossum","2017-02-01 19:39:32"
"275560502","2762","ddfisher","2017-01-27 00:51:48"
"275689845","2762","axch","2017-01-27 15:20:32"
"275557662","2761","ddfisher","2017-01-27 00:32:39"
"275570986","2761","gvanrossum","2017-01-27 01:58:38"
"275656937","2761","miedzinski","2017-01-27 12:41:15"
"275698227","2761","gvanrossum","2017-01-27 15:52:22"
"275742687","2761","habnabit","2017-01-27 18:49:23"
"275745915","2761","gvanrossum","2017-01-27 19:01:56"
"275753453","2761","miedzinski","2017-01-27 19:32:51"
"275760477","2761","gvanrossum","2017-01-27 20:02:16"
"278093929","2761","illume","2017-02-07 18:24:51"
"279305222","2761","ambv","2017-02-13 06:33:57"
"279421108","2761","gvanrossum","2017-02-13 15:18:21"
"279431914","2761","miedzinski","2017-02-13 15:51:25"
"279507329","2761","miedzinski","2017-02-13 20:08:55"
"279794610","2761","gvanrossum","2017-02-14 18:35:33"
"275319682","2760","DragonSA","2017-01-26 06:53:53"
"275388004","2760","elazarg","2017-01-26 13:28:54"
"275393037","2760","elazarg","2017-01-26 13:54:00"
"275435037","2760","DragonSA","2017-01-26 16:28:29"
"275282151","2759","ddfisher","2017-01-26 01:08:33"
"275282568","2759","afrieder","2017-01-26 01:11:02"
"275236961","2758","kirbyfan64","2017-01-25 21:22:52"
"275237920","2758","alexandrul","2017-01-25 21:26:45"
"275558320","2758","ddfisher","2017-01-27 00:37:04"
"275617618","2758","alexandrul","2017-01-27 08:56:50"
"275698674","2758","gvanrossum","2017-01-27 15:54:05"
"275935915","2758","alexandrul","2017-01-29 18:43:37"
"275200148","2757","kirbyfan64","2017-01-25 19:00:44"
"275201248","2757","danr","2017-01-25 19:04:29"
"275216489","2757","gvanrossum","2017-01-25 20:00:33"
"275183044","2756","gvanrossum","2017-01-25 17:58:30"
"275821268","2756","drakedevel","2017-01-28 02:33:23"
"274980410","2755","ddfisher","2017-01-25 00:09:50"
"275055249","2755","ilevkivskyi","2017-01-25 09:08:40"
"274996444","2754","gvanrossum","2017-01-25 01:48:37"
"274998248","2754","ddfisher","2017-01-25 02:00:17"
"275001065","2754","gvanrossum","2017-01-25 02:18:38"
"274969666","2752","ddfisher","2017-01-24 23:12:04"
"274881553","2751","ambv","2017-01-24 17:51:07"
"274913125","2751","timabbott","2017-01-24 19:36:05"
"274915880","2751","JukkaL","2017-01-24 19:44:09"
"274916067","2751","JukkaL","2017-01-24 19:44:44"
"274916441","2751","timabbott","2017-01-24 19:45:52"
"274917226","2751","JukkaL","2017-01-24 19:48:12"
"274969849","2751","ddfisher","2017-01-24 23:13:02"
"274976308","2751","timabbott","2017-01-24 23:47:22"
"274979490","2751","ddfisher","2017-01-25 00:04:36"
"274998598","2751","gvanrossum","2017-01-25 02:02:36"
"275771034","2751","gvanrossum","2017-01-27 20:49:55"
"275805197","2751","timabbott","2017-01-27 23:49:13"
"274611298","2749","ddfisher","2017-01-23 20:45:16"
"274627612","2749","gvanrossum","2017-01-23 21:46:25"
"274636998","2749","ddfisher","2017-01-23 22:23:40"
"274542172","2748","gvanrossum","2017-01-23 16:43:17"
"274543228","2748","JdeH","2017-01-23 16:46:20"
"274523420","2747","gvanrossum","2017-01-23 15:45:22"
"274524225","2747","roganov","2017-01-23 15:48:00"
"274522950","2746","gvanrossum","2017-01-23 15:43:44"
"274733567","2746","buxx","2017-01-24 07:55:57"
"274521747","2745","gvanrossum","2017-01-23 15:39:50"
"274532801","2744","gvanrossum","2017-01-23 16:14:44"
"274533710","2744","JdeH","2017-01-23 16:17:33"
"274536151","2744","gvanrossum","2017-01-23 16:25:05"
"274542191","2744","JdeH","2017-01-23 16:43:21"
"274388732","2742","quodlibetor","2017-01-23 03:08:23"
"274398891","2742","gvanrossum","2017-01-23 04:36:43"
"274367852","2741","gvanrossum","2017-01-22 23:08:46"
"274367956","2741","gvanrossum","2017-01-22 23:10:35"
"274611671","2740","ilevkivskyi","2017-01-23 20:46:38"
"275182720","2740","davidfstr","2017-01-25 17:57:24"
"277511126","2740","ilevkivskyi","2017-02-05 10:48:41"
"275192550","2739","davidfstr","2017-01-25 18:33:10"
"274485092","2738","JukkaL","2017-01-23 13:15:53"
"276721223","2737","JukkaL","2017-02-01 17:22:14"
"276745768","2737","elazarg","2017-02-01 18:52:56"
"277959806","2737","JukkaL","2017-02-07 10:31:15"
"277970226","2737","elazarg","2017-02-07 11:20:03"
"278045292","2737","JukkaL","2017-02-07 16:03:20"
"274352021","2736","gvanrossum","2017-01-22 19:16:30"
"274352556","2736","afrieder","2017-01-22 19:23:54"
"274595382","2736","ddfisher","2017-01-23 19:43:28"
"274641461","2736","ddfisher","2017-01-23 22:41:53"
"274643107","2736","afrieder","2017-01-23 22:49:10"
"274643888","2736","ddfisher","2017-01-23 22:52:44"
"274285194","2735","afrieder","2017-01-21 20:11:13"
"274591069","2735","ddfisher","2017-01-23 19:27:30"
"274620590","2735","gvanrossum","2017-01-23 21:20:50"
"274638783","2735","afrieder","2017-01-23 22:30:57"
"274639719","2735","ddfisher","2017-01-23 22:34:44"
"274643006","2735","afrieder","2017-01-23 22:48:45"
"274227155","2734","ddfisher","2017-01-21 02:35:33"
"274672705","2734","ddfisher","2017-01-24 01:23:14"
"274932983","2734","ddfisher","2017-01-24 20:45:27"
"274656133","2733","afrieder","2017-01-23 23:51:13"
"274292139","2732","afrieder","2017-01-21 22:23:06"
"274296863","2732","ddfisher","2017-01-22 00:04:29"
"274300756","2732","afrieder","2017-01-22 01:26:20"
"274646131","2732","ddfisher","2017-01-23 23:02:34"
"274229580","2731","ddfisher","2017-01-21 03:11:40"
"274664738","2731","gvanrossum","2017-01-24 00:37:38"
"275210988","2731","afrieder","2017-01-25 19:40:11"
"275216503","2731","ddfisher","2017-01-25 20:00:34"
"274640751","2730","ddfisher","2017-01-23 22:38:54"
"274653691","2729","gvanrossum","2017-01-23 23:38:58"
"274658391","2729","ddfisher","2017-01-24 00:03:07"
"274659171","2729","ddfisher","2017-01-24 00:07:14"
"274660972","2729","gvanrossum","2017-01-24 00:16:34"
"274662009","2729","ddfisher","2017-01-24 00:22:05"
"274663791","2729","gvanrossum","2017-01-24 00:32:17"
"274669822","2729","ddfisher","2017-01-24 01:06:27"
"274670366","2729","gvanrossum","2017-01-24 01:09:49"
"274671228","2729","ddfisher","2017-01-24 01:14:46"
"274182161","2728","gvanrossum","2017-01-20 21:17:04"
"274259453","2728","geatec","2017-01-21 12:43:13"
"274262591","2728","JdeH","2017-01-21 13:44:10"
"274182115","2727","gvanrossum","2017-01-20 21:16:52"
"274260015","2727","geatec","2017-01-21 12:54:52"
"274262562","2727","JdeH","2017-01-21 13:43:41"
"274369948","2727","gvanrossum","2017-01-22 23:38:56"
"274412771","2727","JdeH","2017-01-23 06:50:49"
"274173887","2725","gvanrossum","2017-01-20 20:38:05"
"274187174","2724","ddfisher","2017-01-20 21:40:48"
"274196977","2723","ddfisher","2017-01-20 22:28:06"
"274640074","2722","gvanrossum","2017-01-23 22:36:11"
"273940384","2721","gvanrossum","2017-01-20 00:18:25"
"273917870","2720","ilevkivskyi","2017-01-19 22:23:24"
"273925606","2720","slinnarsson","2017-01-19 22:58:03"
"273928630","2720","ilevkivskyi","2017-01-19 23:13:03"
"274618746","2719","ilevkivskyi","2017-01-23 21:13:31"
"274626610","2719","gvanrossum","2017-01-23 21:42:47"
"273921024","2718","JukkaL","2017-01-19 22:37:20"
"273907993","2717","afrieder","2017-01-19 21:43:47"
"273915961","2717","ddfisher","2017-01-19 22:15:33"
"273892239","2716","ddfisher","2017-01-19 20:41:27"
"273922445","2716","JukkaL","2017-01-19 22:43:36"
"273817656","2714","JukkaL","2017-01-19 16:06:44"
"274574591","2714","JukkaL","2017-01-23 18:29:15"
"273746794","2712","JukkaL","2017-01-19 11:06:23"
"273887467","2711","gvanrossum","2017-01-19 20:21:16"
"273888687","2711","1st1","2017-01-19 20:26:08"
"273889029","2711","1st1","2017-01-19 20:27:35"
"273899225","2711","JelleZijlstra","2017-01-19 21:09:00"
"280928692","2711","ilevkivskyi","2017-02-19 16:07:47"
"280930216","2711","JelleZijlstra","2017-02-19 16:33:02"
"273631691","2710","ddfisher","2017-01-18 23:10:28"
"273634683","2710","alexjurkiewicz","2017-01-18 23:25:08"
"273636135","2710","ddfisher","2017-01-18 23:32:55"
"273638490","2710","alexjurkiewicz","2017-01-18 23:46:10"
"273647918","2710","alexjurkiewicz","2017-01-19 00:41:25"
"273698908","2710","gnprice","2017-01-19 07:14:07"
"273888477","2710","ddfisher","2017-01-19 20:25:12"
"274202722","2710","ddfisher","2017-01-20 23:00:12"
"274670753","2710","ddfisher","2017-01-24 01:12:15"
"274776721","2710","alexjurkiewicz","2017-01-24 11:18:20"
"274923152","2710","ddfisher","2017-01-24 20:07:20"
"273502602","2709","JukkaL","2017-01-18 15:15:27"
"273518790","2709","gvanrossum","2017-01-18 16:09:07"
"273520849","2709","JelleZijlstra","2017-01-18 16:15:43"
"273521223","2709","gvanrossum","2017-01-18 16:16:58"
"273521730","2709","kirbyfan64","2017-01-18 16:18:37"
"273522023","2709","gvanrossum","2017-01-18 16:19:39"
"273523700","2709","gvanrossum","2017-01-18 16:25:04"
"273523887","2709","JukkaL","2017-01-18 16:25:41"
"273525465","2709","JelleZijlstra","2017-01-18 16:30:43"
"273530032","2709","gvanrossum","2017-01-18 16:45:39"
"273520800","2708","gvanrossum","2017-01-18 16:15:34"
"273523367","2708","cpennington","2017-01-18 16:23:57"
"273535862","2708","gvanrossum","2017-01-18 17:05:08"
"273508166","2705","gvanrossum","2017-01-18 15:34:16"
"273257132","2703","gvanrossum","2017-01-17 18:34:13"
"273285823","2703","JukkaL","2017-01-17 20:13:58"
"273308881","2703","gvanrossum","2017-01-17 21:41:14"
"273234574","2702","gvanrossum","2017-01-17 17:16:10"
"273266501","2702","ilevkivskyi","2017-01-17 19:07:07"
